trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.002, 'e': 0.933766344867846}",25,0,-184.1769986298027,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
185,False,"{'a': 0.002, 'e': 0.9330487113337409}",25,0,-37.566710061236094,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
186,False,"{'a': 0.002, 'e': 0.9323273456060345}",20,0,-110.15574330514538,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
187,False,"{'a': 0.002, 'e': 0.9316022505701886}",20,0,-122.5397047680367,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
188,False,"{'a': 0.002, 'e': 0.9308734291265828}",20,9,-38.66753082555793,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.002, 'e': 0.9301408841905014}",25,0,-94.90977173196039,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.9294046186921237}",25,0,-80.25026341361108,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.9286646355765102}",20,0,-83.67411295855709,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.9279209378035927}",20,0,-112.53111056996633,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.9271735283481612}",30,0,-72.23365583669937,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
194,False,"{'a': 0.002, 'e': 0.9264224101998527}",25,0,-111.68444572109621,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.9256675863631385}",20,0,-78.47563168040585,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
196,False,"{'a': 0.002, 'e': 0.9249090598573131}",25,0,-191.40873628320375,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
197,False,"{'a': 0.002, 'e': 0.9241468337164814}",35,0,-186.1325598489222,"{0: 24, 1: 2, 2: 4, 3: 2, 4: 3}",0
198,False,"{'a': 0.002, 'e': 0.9233809109895471}",30,0,-137.15740564324804,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
199,False,"{'a': 0.002, 'e': 0.9226112947402}",20,0,-188.4667274688009,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
200,False,"{'a': 0.002, 'e': 0.9218379880469041}",20,0,-55.17980335958987,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.9210609940028851}",20,0,-66.47150191071637,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
202,False,"{'a': 0.002, 'e': 0.9202803157161181}",20,0,-45.12003844489596,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
203,False,"{'a': 0.002, 'e': 0.9194959563093155}",25,5,-117.62783189310318,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",1
204,False,"{'a': 0.002, 'e': 0.9187079189199134}",20,0,-44.30466386377341,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
205,False,"{'a': 0.002, 'e': 0.9179162067000607}",35,0,-222.51152594932282,"{0: 21, 1: 2, 2: 6, 3: 3, 4: 3}",0
206,False,"{'a': 0.002, 'e': 0.9171208228166051}",20,10,4.504926325290168,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.916321770451081}",25,0,-171.84823091407472,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
208,False,"{'a': 0.002, 'e': 0.9155190527996969}",20,0,-57.36109228291078,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.9147126730733223}",25,0,-140.65164075903164,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.913902634497475}",20,10,-23.128114661676097,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.9130889403123083}",30,0,-88.94405303732474,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
212,False,"{'a': 0.002, 'e': 0.9122715937725977}",25,0,-168.7543052038548,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
213,False,"{'a': 0.002, 'e': 0.9114505981477284}",20,0,-26.102120216868066,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.002, 'e': 0.9106259567216819}",20,0,-60.20947837054244,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.9097976727930226}",35,0,-173.14655338593658,"{0: 18, 1: 8, 2: 7, 3: 0, 4: 2}",0
216,False,"{'a': 0.002, 'e': 0.9089657496748851}",30,3,-54.186599959263134,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 1}",1
217,False,"{'a': 0.002, 'e': 0.9081301906949609}",25,0,-74.08629635235053,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
218,False,"{'a': 0.002, 'e': 0.9072909991954848}",25,0,-83.103062092899,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.002, 'e': 0.9064481785332217}",20,0,-59.984100855962886,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.9056017320794529}",20,0,-30.36511215832125,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.002, 'e': 0.9047516632199634}",25,0,-220.80601207962138,"{0: 9, 1: 5, 2: 7, 3: 1, 4: 3}",0
222,False,"{'a': 0.002, 'e': 0.9038979753550274}",20,0,-116.13380341680616,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
223,False,"{'a': 0.002, 'e': 0.903040671899395}",25,14,-54.583947570620076,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
224,False,"{'a': 0.002, 'e': 0.9021797562822791}",20,0,-41.009327609302694,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.9013152319473411}",25,0,-78.98240506566356,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.9004471023526769}",20,0,-99.99141969683137,"{0: 12, 1: 0, 2: 5, 3: 3, 4: 0}",0
227,False,"{'a': 0.002, 'e': 0.899575370970804}",20,0,-0.10760512951907453,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.8987000412886466}",20,0,-41.21905754227529,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
229,False,"{'a': 0.002, 'e': 0.8978211168075223}",20,0,-116.10130479120717,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",1
230,False,"{'a': 0.002, 'e': 0.896938601043128}",25,0,-175.04743570372693,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
231,False,"{'a': 0.002, 'e': 0.8960524975255252}",30,0,-38.60877146975681,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
232,False,"{'a': 0.002, 'e': 0.8951628097991272}",30,14,-24.790807219044666,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.8942695414226836}",20,0,-210.49936212582938,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
234,False,"{'a': 0.002, 'e': 0.8933726959692665}",30,0,-107.01581842252449,"{0: 19, 1: 6, 2: 2, 3: 2, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.8924722770262568}",35,0,-122.75086949195895,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.891568288195329}",20,0,-59.72384679632098,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
237,False,"{'a': 0.002, 'e': 0.890660733092437}",25,0,-25.031436338875324,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
238,False,"{'a': 0.002, 'e': 0.8897496153478003}",30,0,-155.8666632433631,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
239,False,"{'a': 0.002, 'e': 0.8888349386058886}",20,0,-116.09366104868369,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
240,False,"{'a': 0.002, 'e': 0.8879167065254074}",30,16,-32.78618902232496,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
241,False,"{'a': 0.002, 'e': 0.8869949227792842}",25,9,-52.74889124068419,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
242,False,"{'a': 0.002, 'e': 0.8860695910546524}",25,1,-78.60393489265377,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 1}",1
243,False,"{'a': 0.002, 'e': 0.8851407150528379}",25,0,-56.346304979131844,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.8842082984893433}",20,6,-25.574094578556053,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.002, 'e': 0.8832723450938338}",20,0,-160.86645171651216,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
246,False,"{'a': 0.002, 'e': 0.8823328586101215}",25,2,-173.74551704207533,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 3}",1
247,False,"{'a': 0.002, 'e': 0.8813898427961513}",25,0,-73.48503834886385,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.880443301423985}",25,0,-123.545598063228,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
249,False,"{'a': 0.002, 'e': 0.879493238279787}",20,0,-84.40289720901768,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.8785396571638084}",30,0,-141.62157223409542,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
251,False,"{'a': 0.002, 'e': 0.8775825618903728}",20,0,-67.41883286051375,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
252,False,"{'a': 0.002, 'e': 0.8766219562878595}",25,0,-142.51504950652716,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.87565784419869}",25,0,-134.96108369056765,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
254,False,"{'a': 0.002, 'e': 0.8746902294793112}",20,0,-109.17609725587927,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
255,False,"{'a': 0.002, 'e': 0.8737191160001807}",20,0,-57.89320016658769,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.002, 'e': 0.8727445076457513}",25,0,-102.86493726756309,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
257,False,"{'a': 0.002, 'e': 0.8717664083144548}",20,0,-84.73149715522572,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
258,False,"{'a': 0.002, 'e': 0.8707848219186876}",20,2,-53.21952752035795,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.8697997523847936}",20,3,-116.43962436231344,"{0: 8, 1: 1, 2: 6, 3: 1, 4: 1}",1
260,False,"{'a': 0.002, 'e': 0.8688112036530499}",20,0,-117.509458915395,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
261,False,"{'a': 0.002, 'e': 0.8678191796776499}",20,0,-108.49508105906062,"{0: 11, 1: 6, 2: 1, 3: 0, 4: 2}",0
262,False,"{'a': 0.002, 'e': 0.8668236844266883}",25,14,-9.199951144920163,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.8658247218821448}",25,0,-215.03161440896102,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
264,False,"{'a': 0.002, 'e': 0.8648222960398683}",20,0,-17.259934516290762,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.8638164109095605}",35,0,-152.6990461138012,"{0: 25, 1: 5, 2: 1, 3: 1, 4: 3}",0
266,False,"{'a': 0.002, 'e': 0.862807070514761}",20,0,-146.09893301305368,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
267,False,"{'a': 0.002, 'e': 0.8617942788928298}",35,0,-255.25044513423953,"{0: 20, 1: 6, 2: 3, 3: 1, 4: 5}",0
268,False,"{'a': 0.002, 'e': 0.8607780400949321}",20,12,-71.5769605758428,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
269,False,"{'a': 0.002, 'e': 0.8597583581860218}",25,0,-97.91609582479002,"{0: 18, 1: 2, 2: 1, 3: 3, 4: 1}",0
270,False,"{'a': 0.002, 'e': 0.8587352372448249}",20,0,-72.57191892058711,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
271,False,"{'a': 0.002, 'e': 0.8577086813638242}",30,14,-42.27861988911999,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.8566786946492415}",20,0,-126.73867491136377,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
273,False,"{'a': 0.002, 'e': 0.8556452812210225}",25,0,-39.120749046132495,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
274,False,"{'a': 0.002, 'e': 0.8546084452128195}",20,0,-72.81783315633979,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
275,False,"{'a': 0.002, 'e': 0.8535681907719751}",25,0,-98.76610804121927,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
276,False,"{'a': 0.002, 'e': 0.8525245220595057}",35,19,-54.11513989925803,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.8514774432500848}",30,0,-82.94302617992408,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
278,False,"{'a': 0.002, 'e': 0.8504269585320262}",25,0,-95.98145141836125,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
279,False,"{'a': 0.002, 'e': 0.8493730721072673}",35,17,-40.29659510029265,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.8483157881913526}",20,0,-107.69830542185754,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
281,False,"{'a': 0.002, 'e': 0.8472551110134161}",25,11,-22.58773552945199,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.8461910448161652}",25,4,-49.09735252345968,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.8451235938558634}",20,0,-76.60526965471415,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.844052762402313}",20,0,-52.13446765790371,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
285,False,"{'a': 0.002, 'e': 0.8429785547388383}",20,0,-129.09711353250114,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
286,False,"{'a': 0.002, 'e': 0.8419009751622687}",20,0,-83.14709812119068,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
287,False,"{'a': 0.002, 'e': 0.840820027982921}",30,0,-92.36388656639149,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
288,False,"{'a': 0.002, 'e': 0.8397357175245824}",25,0,-240.58474395908243,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
289,False,"{'a': 0.002, 'e': 0.8386480481244933}",35,9,-131.1658906459529,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 2}",1
290,False,"{'a': 0.002, 'e': 0.8375570241333301}",30,0,-88.79599245594969,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
291,False,"{'a': 0.002, 'e': 0.8364626499151869}",35,0,-225.27266295815113,"{0: 20, 1: 2, 2: 7, 3: 4, 4: 2}",0
292,False,"{'a': 0.002, 'e': 0.8353649298475595}",20,0,-74.06658861208862,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
293,False,"{'a': 0.002, 'e': 0.8342638683213264}",20,0,-171.21369520798308,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 4}",0
294,False,"{'a': 0.002, 'e': 0.8331594697407324}",25,0,-164.4105419019822,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
295,False,"{'a': 0.002, 'e': 0.8320517385233703}",20,0,-100.42339292984198,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
296,False,"{'a': 0.002, 'e': 0.8309406791001636}",20,0,-92.46127014837838,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
297,False,"{'a': 0.002, 'e': 0.8298262959153483}",25,0,-71.78273633003238,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
298,False,"{'a': 0.002, 'e': 0.8287085934264558}",20,9,-52.124915909766415,"{0: 6, 1: 2, 2: 1, 3: 2, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.8275875761042946}",20,0,-90.24815222920525,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.8264632484329323}",20,9,-36.31776826769577,"{0: 7, 1: 2, 2: 0, 3: 2, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.8253356149096783}",30,10,-64.65483604167308,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",1
302,False,"{'a': 0.002, 'e': 0.8242046800450651}",20,0,-9.25451053364007,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.8230704483628307}",25,0,-140.9249171273211,"{0: 14, 1: 6, 2: 0, 3: 4, 4: 1}",0
304,False,"{'a': 0.002, 'e': 0.8219329243999003}",20,0,-114.34660662124855,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
305,False,"{'a': 0.002, 'e': 0.8207921127063681}",20,0,-63.69901163439956,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
306,False,"{'a': 0.002, 'e': 0.8196480178454795}",20,0,-102.60526889934695,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
307,False,"{'a': 0.002, 'e': 0.8185006443936125}",25,0,-79.40663607909704,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
308,False,"{'a': 0.002, 'e': 0.8173499969402591}",25,0,-28.11814924385424,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
309,False,"{'a': 0.002, 'e': 0.8161960800880078}",20,0,-101.05589740820335,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
310,False,"{'a': 0.002, 'e': 0.8150388984525244}",30,0,-111.74761732428546,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
311,False,"{'a': 0.002, 'e': 0.8138784566625339}",20,0,-99.71369900909865,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
312,False,"{'a': 0.002, 'e': 0.812714759359802}",30,0,-162.37178240678168,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
313,False,"{'a': 0.002, 'e': 0.8115478111991162}",20,12,-58.99725205464402,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
314,False,"{'a': 0.002, 'e': 0.8103776168482677}",20,0,-123.550627768463,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
315,False,"{'a': 0.002, 'e': 0.8092041809880323}",20,15,10.677979361835595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.8080275083121519}",35,0,-75.94298217858028,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.8068476035273155}",20,0,-108.57282154911424,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
318,False,"{'a': 0.002, 'e': 0.805664471353141}",25,0,-7.982117741701674,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
319,False,"{'a': 0.002, 'e': 0.8044781165221552}",20,0,-94.61580513018592,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
320,False,"{'a': 0.002, 'e': 0.8032885437797759}",25,0,-49.51305931904421,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
321,False,"{'a': 0.002, 'e': 0.8020957578842927}",25,0,-169.39459397931319,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
322,False,"{'a': 0.002, 'e': 0.8008997636068472}",25,0,-116.8118566012656,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
323,False,"{'a': 0.002, 'e': 0.7997005657314152}",20,0,-97.18205296923219,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
324,False,"{'a': 0.002, 'e': 0.7984981690547867}",20,2,-55.00882765918132,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
325,False,"{'a': 0.002, 'e': 0.7972925783865464}",20,5,-73.95980360104157,"{0: 7, 1: 3, 2: 3, 3: 2, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.7960837985490559}",25,0,-72.53698749012862,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
327,False,"{'a': 0.002, 'e': 0.7948718343774324}",20,7,-49.28218007083163,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.7936566907195313}",20,0,-33.125967776064684,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.7924383724359255}",20,13,-52.83301003725046,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
330,False,"{'a': 0.002, 'e': 0.7912168843998867}",20,0,-107.2879351924986,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
331,False,"{'a': 0.002, 'e': 0.7899922314973651}",25,0,-65.37422516446361,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.7887644186269709}",25,0,-126.91791011879243,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
333,False,"{'a': 0.002, 'e': 0.7875334506999538}",20,0,-142.30862860316125,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
334,False,"{'a': 0.002, 'e': 0.786299332640184}",35,10,-4.156934356211481,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.785062069384132}",20,9,-25.702092860926296,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.7838216658808492}",20,15,5.103209871961361,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.002, 'e': 0.7825781270919481}",25,0,-58.58739237881207,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
338,False,"{'a': 0.002, 'e': 0.781331457991582}",20,10,-17.235540628071604,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.7800816635664256}",20,0,-152.64534168099465,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
340,False,"{'a': 0.002, 'e': 0.7788287488156552}",20,0,-95.96169474408197,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
341,False,"{'a': 0.002, 'e': 0.7775727187509279}",20,0,-26.413254459631283,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
342,False,"{'a': 0.002, 'e': 0.7763135783963624}",30,0,-97.79760259481984,"{0: 20, 1: 2, 2: 5, 3: 3, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.7750513327885183}",30,0,-144.309820092044,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 4}",0
344,False,"{'a': 0.002, 'e': 0.7737859869763766}",30,17,-12.850627648547125,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.7725175460213186}",30,0,-174.26867781008025,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
346,False,"{'a': 0.002, 'e': 0.7712460149971065}",20,0,-128.0344486235455,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
347,False,"{'a': 0.002, 'e': 0.7699713989898629}",20,1,-90.2313598668283,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
348,False,"{'a': 0.002, 'e': 0.7686937030980499}",30,11,-80.28847651108286,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 1}",1
349,False,"{'a': 0.002, 'e': 0.7674129324324493}",20,5,-90.89277759934507,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 2}",1
350,False,"{'a': 0.002, 'e': 0.7661290921161423}",25,0,-56.90644746064665,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.002, 'e': 0.7648421872844884}",35,7,-138.12693066424518,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 3}",1
352,False,"{'a': 0.002, 'e': 0.7635522230851051}",30,0,-87.1991086325017,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
353,False,"{'a': 0.002, 'e': 0.7622592046778476}",25,0,-102.21517466368539,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
354,False,"{'a': 0.002, 'e': 0.7609631372347876}",25,0,-124.35140233484051,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
355,False,"{'a': 0.002, 'e': 0.7596640259401933}",20,0,-16.276804237767728,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
356,False,"{'a': 0.002, 'e': 0.7583618759905082}",20,0,-76.21977826946907,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.7570566925943303}",30,9,-66.63351930191472,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.7557484809723913}",20,4,-52.76202298842673,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.002, 'e': 0.7544372463575362}",20,0,-3.6431721317311325,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.002, 'e': 0.7531229939947015}",20,4,-62.83768189528493,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.751805729140895}",25,10,-13.511142979793778,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.7504854570651743}",35,18,-56.14727159370565,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
363,False,"{'a': 0.002, 'e': 0.7491621830486261}",25,0,-97.11373646171876,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
364,False,"{'a': 0.002, 'e': 0.7478359123843445}",30,0,-184.74989767647997,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",1
365,False,"{'a': 0.002, 'e': 0.7465066503774106}",25,0,-92.47229740848127,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
366,False,"{'a': 0.002, 'e': 0.7451744023448704}",30,0,-44.059485590608425,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
367,False,"{'a': 0.002, 'e': 0.7438391736157144}",20,0,-62.28349561947556,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
